x,y,z,class,start_time,end_time,start_datetime,end_datetime,sound_path,sampled,background_silence,birds,frogs,human_speech,insects,mammals,misc/uncertain,rain_(heavy),rain_(light),vehicles_(aircraft/cars),wind_(strong),wind_(light),propagated_class,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
-0.9819709,8.6786175,10.553549,-1,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T120000+1000_REC_184.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,-5.96671724319458,1.5287532806396484,-0.09049195051193237,0.5856439471244812,-0.2334626317024231,0.3662109076976776,0.05864866077899933,0.1706985980272293,-0.010272941552102566,0.21795602142810822,0.15286885201931,0.3172855079174042,0.17549359798431396
-0.93384737,8.612981,10.380439,-1,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T160000+1000_REC_81.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,-5.936305999755859,1.4698975086212158,-0.5710079669952393,0.02210911549627781,0.16289609670639038,0.6036186218261719,-0.3709329664707184,0.2762061357498169,0.24893949925899506,0.25022193789482117,0.2865411043167114,0.16437700390815735,0.039622288197278976
-0.9744977,8.616978,10.41763,-1,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T160000+1000_REC_82.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,-5.993624687194824,1.3166948556900024,-0.4802462160587311,0.07965604215860367,0.048682745546102524,0.44525378942489624,-0.206584632396698,0.3175686299800873,0.0962451919913292,0.19067198038101196,0.3999505043029785,0.2979065775871277,0.004083799198269844
-0.7567657,5.625066,9.80234,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_0.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-2.4758596,5.846237,10.92536,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_127.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-0.5058473,7.671866,9.084102,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_132.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-1.4094286,6.4032283,9.318006,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_172.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-1.4448973,6.4031515,9.317426,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_177.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-0.44820076,4.722353,9.756472,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_180.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-0.45842677,4.7223296,9.749057,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_181.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-0.5186577,4.693822,9.775046,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_182.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-0.48843238,4.727729,9.799619,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_183.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-1.4361286,6.4131746,9.308639,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_187.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-0.5021055,6.7300396,11.104981,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_214.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-0.99598044,9.677514,11.575416,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_239.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-0.31735846,7.5436244,9.177868,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_246.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-0.45917982,7.5760336,9.060232,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_247.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-0.51561993,7.6973505,9.030507,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_265.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-0.5254414,7.725177,9.053973,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T000000+1000_REC_266.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-1.1509223,4.5081434,9.361111,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T020000+1000_REC_122.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-0.78798074,6.5753093,11.1588745,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T020000+1000_REC_257.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,,,,,,,,,,,,,
-0.5467979,8.203473,9.273074,0,0,0,00:00.0,00:00.0,uploads\79a1cc38-4503-11f0-96ab-2c0da73a8026\20210615T040000+1000_REC_57.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,birds,-5.966532230377197,-0.13780975341796875,-0.11170278489589691,0.9915045499801636,-0.502700924873352,0.5121743083000183,0.2586652338504791,-0.27721846103668213,0.4149876832962036,0.35518988966941833,-0.13130885362625122,0.8200446963310242,-0.3112160563468933
